numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07621;20170310150000;101950;-210;6;20;2.000000;294.950000;273.450000;24;60000;0;mq;mq;mq;0;mq;mq;mq;mq;97770;mq;mq;-510;mq;mq;mq;mq;279.450000;mq;mq;3.300000;3.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20170310150000;101930;-210;6;340;2.800000;295.850000;273.650000;23;20000;0;mq;mq;mq;0;mq;mq;mq;mq;97200;mq;mq;-490;mq;mq;mq;mq;275.750000;mq;mq;5.300000;5.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20170310150000;102060;-250;6;290;1.500000;292.150000;279.950000;45;46230;0;mq;mq;mq;0;mq;mq;mq;mq;100300;mq;mq;-520;mq;mq;mq;mq;278.050000;mq;mq;2.800000;3.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20170310150000;101780;-200;6;20;6.400000;297.650000;270.950000;17;43760;2;0;0;10;0;mq;30;20;11;101690;mq;mq;-250;mq;mq;mq;mq;279.950000;mq;mq;9.200000;9.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20170310150000;101630;-90;6;320;7.000000;293.850000;278.250000;36;43490;0;mq;mq;mq;0;mq;mq;mq;mq;101250;mq;mq;-270;mq;mq;mq;mq;282.950000;mq;mq;9.000000;10.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20170310150000;101600;-10;5;210;1.700000;294.650000;281.850000;44;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100040;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;3.200000;4.200000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20170310150000;101560;-70;6;120;1.100000;290.650000;282.750000;60;40000;2;0;0;10;1;1250;31;20;11;101250;mq;mq;-160;mq;mq;mq;mq;281.250000;mq;mq;1.500000;2.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;8;1000;1;0;8000;mq;mq;mq;mq;mq;mq;
07747;20170310150000;101800;-220;6;330;4.500000;298.650000;272.550000;18;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101290;mq;mq;-350;mq;mq;mq;mq;278.050000;mq;mq;6.800000;9.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20170310150000;101460;-50;5;210;4.400000;290.150000;286.050000;77;25000;1;0;0;25;0;mq;30;20;11;101350;mq;mq;-400;mq;mq;mq;mq;279.850000;mq;mq;5.800000;5.900000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;2;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20170310150000;101540;-60;7;300;1.500000;293.850000;279.750000;40;40000;2;0;0;10;0;7500;30;20;12;101400;mq;mq;-250;mq;mq;mq;mq;279.350000;mq;mq;2.200000;3.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;7500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20170310150000;100720;0;mq;290;2.700000;302.150000;298.150000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100690;mq;mq;20;mq;300.950000;mq;305.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20170310150000;100880;0;mq;170;10.300000;300.350000;295.550000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100810;mq;mq;540;mq;295.250000;mq;303.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;4.800000;8.200000;46.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20170310150000;100660;0;mq;10;5.100000;300.850000;298.050000;85;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100580;mq;mq;-110;mq;299.650000;mq;305.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20170310150000;100740;10;3;130;3.200000;300.150000;297.250000;84;32690;0;mq;mq;100;5;800;mq;mq;mq;100590;mq;mq;-110;mq;mq;mq;mq;mq;mq;mq;3.900000;4.700000;-10;mq;mq;mq;mq;0.000000;0.000000;11.600000;26.000000;33.700000;mq;mq;mq;mq;1;mq;960;3;mq;1170;5;mq;1440;mq;mq;mq;
61996;20170310150000;102690;110;3;270;1.500000;292.650000;291.150000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102350;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;2.100000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20170310150000;102130;150;3;290;5.100000;277.950000;272.950000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100320;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;9.800000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20170310150000;100900;180;3;300;10.300000;279.050000;272.950000;65;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100530;mq;mq;600;mq;mq;mq;mq;mq;mq;mq;mq;16.500000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20170310150000;100140;370;1;270;18.100000;270.450000;264.350000;63;20000;2;2;2;90;7;800;35;mq;mq;100050;mq;mq;-150;mq;mq;mq;mq;272.350000;mq;mq;24.100000;27.100000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;-0.100000;-0.100000;0.400000;mq;mq;mq;mq;7;6;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20170310150000;101770;40;0;100;7.200000;300.550000;291.850000;59;43840;mq;mq;mq;mq;mq;mq;mq;mq;mq;101680;mq;mq;-80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20170310150000;101580;0;mq;90;11.900000;299.550000;294.950000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101280;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.400000;5.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20170310150000;101680;60;0;100;10.400000;300.350000;295.050000;73;4830;mq;mq;mq;mq;mq;mq;mq;mq;mq;101590;mq;mq;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;1.200000;5.000000;8.900000;15.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20170310150000;101310;0;mq;70;3.400000;302.550000;297.250000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101250;mq;mq;20;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20170310150000;101350;50;0;60;9.400000;302.450000;295.650000;67;12460;0;mq;mq;100;7;800;mq;mq;mq;101260;mq;mq;120;mq;mq;mq;mq;297.550000;mq;mq;12.800000;13.800000;-10;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.400000;6.300000;mq;mq;mq;mq;6;mq;840;7;mq;1110;7;mq;1680;mq;mq;mq;
81408;20170310150000;101290;0;mq;40;3.400000;302.150000;296.350000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101220;mq;mq;90;mq;296.850000;mq;302.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;1.200000;1.200000;1.200000;45.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20170310150000;101340;0;mq;100;1.400000;300.250000;297.750000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100140;mq;mq;80;mq;296.250000;mq;301.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.600000;10.700000;32.000000;77.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20170310150000;98580;30;3;130;5.100000;264.150000;254.350000;41;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98030;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20170310180000;102470;-70;5;130;1.800000;284.550000;280.250000;75;16490;0;mq;mq;mq;mq;mq;mq;mq;mq;101590;mq;mq;-40;278.150000;mq;287.050000;mq;279.650000;mq;mq;2.500000;4.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20170310180000;102530;-60;5;170;1.500000;283.050000;277.450000;68;52500;0;mq;mq;mq;1;4620;mq;mq;mq;101950;mq;mq;140;276.550000;mq;287.050000;mq;277.250000;mq;mq;1.900000;3.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;4620;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20170310180000;102300;-60;5;120;3.300000;285.950000;283.650000;86;14410;0;mq;mq;mq;5;800;mq;mq;mq;101490;mq;mq;-250;283.750000;mq;289.650000;mq;283.450000;mq;mq;4.100000;6.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.400000;0.400000;mq;mq;mq;mq;5;mq;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20170310180000;102480;-60;6;140;1.300000;281.650000;279.750000;88;8280;0;mq;mq;mq;1;450;mq;mq;mq;100620;mq;mq;-90;280.050000;mq;284.550000;mq;280.750000;mq;mq;1.700000;2.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;390;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20170310180000;102560;-90;6;90;1.000000;280.850000;277.050000;77;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101390;mq;mq;150;276.050000;mq;286.750000;mq;278.750000;mq;mq;1.500000;2.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20170310180000;102090;-110;6;170;6.700000;285.350000;281.050000;75;52450;0;mq;mq;mq;0;mq;mq;mq;mq;100910;mq;mq;-500;279.050000;mq;287.750000;mq;mq;mq;mq;10.400000;10.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20170310180000;102150;-70;5;190;2.700000;286.850000;281.050000;68;20000;2;2;2;60;2;2250;30;24;12;101450;mq;mq;-400;281.750000;mq;290.850000;mq;mq;mq;mq;4.200000;5.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;2;3;2200;5;0;6500;mq;mq;mq;mq;mq;mq;
07130;20170310180000;102250;-40;5;190;1.000000;287.550000;282.350000;71;42110;0;mq;mq;mq;4;6660;mq;mq;mq;101800;mq;mq;-340;283.150000;mq;291.250000;mq;283.350000;mq;mq;1.300000;3.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;4;mq;6660;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20170310180000;102380;-50;5;120;1.900000;285.750000;283.150000;84;12460;0;mq;mq;75;6;800;mq;mq;mq;100630;mq;mq;-210;283.650000;mq;288.450000;mq;282.650000;mq;mq;3.600000;4.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;660;6;mq;1320;mq;mq;mq;mq;mq;mq;
07149;20170310180000;102550;-80;5;90;1.400000;281.150000;278.650000;84;8000;1;2;2;90;0;8000;30;20;12;101440;mq;mq;40;280.450000;mq;283.450000;mq;mq;mq;mq;1.800000;2.500000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20170310180000;102500;-70;6;40;1.300000;284.050000;278.150000;67;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101060;mq;mq;10;279.650000;mq;287.350000;mq;280.650000;mq;mq;1.800000;3.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20170310180000;102600;-20;5;70;2.000000;281.750000;273.450000;56;60000;0;mq;mq;mq;0;mq;mq;mq;mq;98450;mq;mq;190;276.350000;mq;286.250000;mq;276.950000;mq;mq;2.800000;3.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20170310180000;102670;0;5;40;1.100000;281.750000;273.950000;58;60000;0;mq;mq;mq;2;4380;mq;mq;mq;100820;mq;mq;380;276.750000;mq;286.550000;mq;275.650000;mq;mq;1.500000;2.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;4380;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20170310180000;102200;-70;6;100;2.300000;285.150000;279.850000;70;20000;2;2;mq;75;0;6000;30;20;13;101680;mq;mq;-480;279.950000;mq;286.350000;mq;mq;mq;mq;3.800000;4.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;0;6000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20170310180000;102160;-70;6;110;1.900000;288.550000;282.650000;68;17680;0;mq;mq;mq;1;7080;mq;mq;mq;101850;mq;mq;-490;276.750000;mq;292.150000;mq;278.350000;mq;mq;2.700000;3.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;1;mq;7080;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20170310180000;102290;-80;6;60;4.100000;286.350000;283.750000;84;42630;0;mq;mq;mq;3;6120;mq;mq;mq;100940;mq;mq;-330;284.550000;mq;290.350000;mq;283.950000;mq;mq;6.100000;6.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;3;mq;6120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20170310180000;102330;-60;5;60;2.300000;287.050000;280.350000;64;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100340;mq;mq;-300;281.550000;mq;289.950000;mq;281.050000;mq;mq;3.600000;4.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20170310180000;102480;-20;6;350;2.400000;282.150000;275.950000;65;60000;0;mq;mq;mq;0;mq;mq;mq;mq;99720;mq;mq;-120;278.950000;mq;287.650000;mq;278.250000;mq;mq;2.800000;4.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20170310180000;102610;20;3;310;2.500000;281.150000;272.650000;55;45000;1;2;2;60;1;mq;30;23;11;99280;mq;mq;200;277.950000;mq;287.150000;mq;277.750000;mq;mq;3.300000;5.500000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;3;4500;5;0;7000;mq;mq;mq;mq;mq;mq;
07314;20170310180000;mq;-120;6;60;1.600000;286.850000;mq;mq;18000;3;2;mq;60;0;6000;30;20;14;101840;mq;mq;-640;280.350000;mq;287.750000;mq;mq;mq;mq;3.200000;3.500000;-10;2;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;2;2;6000;4;0;7000;mq;mq;mq;mq;mq;mq;
07335;20170310180000;102180;-60;6;60;2.500000;288.550000;282.250000;66;60000;0;mq;mq;mq;5;5760;mq;mq;mq;100750;mq;mq;-460;282.250000;mq;291.450000;mq;281.450000;mq;mq;4.200000;4.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;5760;5;mq;6900;mq;mq;mq;mq;mq;mq;
07434;20170310180000;102080;-40;5;60;3.000000;288.950000;280.650000;58;60000;0;mq;mq;mq;4;5880;mq;mq;mq;97370;mq;mq;-530;282.550000;mq;291.650000;mq;281.550000;mq;mq;5.000000;5.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;4;mq;5880;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20170310180000;102300;-10;5;360;1.700000;285.650000;278.550000;62;41430;0;mq;mq;mq;0;mq;mq;mq;mq;98420;mq;mq;-350;273.150000;mq;289.250000;mq;280.250000;mq;mq;2.200000;4.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20170310180000;mq;60;3;0;0.000000;282.550000;272.350000;49;20000;0;mq;mq;mq;0;mq;mq;mq;mq;92620;mq;844;-190;279.550000;mq;287.450000;mq;275.850000;mq;mq;1.200000;4.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20170310180000;102270;60;3;340;4.300000;286.150000;278.550000;60;50000;1;0;0;40;0;8000;30;20;11;99400;mq;mq;-290;281.850000;mq;289.450000;mq;mq;mq;mq;6.000000;8.300000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20170310180000;102060;-80;5;110;1.800000;291.050000;281.850000;55;59640;0;mq;mq;mq;0;mq;mq;mq;mq;101490;mq;mq;-600;279.250000;mq;293.250000;mq;276.250000;mq;mq;2.300000;4.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20170310180000;102060;-70;6;0;0.000000;289.850000;279.950000;52;20000;0;mq;mq;mq;0;mq;mq;mq;mq;98990;mq;mq;-590;275.050000;mq;292.850000;mq;274.350000;mq;mq;0.600000;2.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20170310180000;101950;40;3;360;4.000000;287.950000;276.750000;47;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93770;mq;mq;-350;278.350000;mq;291.950000;mq;277.150000;mq;mq;5.200000;5.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20170310180000;102000;80;3;10;5.100000;289.350000;276.050000;41;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;-260;285.850000;mq;291.450000;mq;283.350000;mq;mq;8.800000;12.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20170310180000;mq;150;3;350;1.400000;285.050000;273.150000;44;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;91790;mq;1513;-80;273.550000;mq;292.650000;mq;270.950000;mq;mq;2.100000;2.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20170310180000;102000;-60;6;120;1.800000;292.450000;280.850000;47;60000;0;mq;mq;mq;1;6420;mq;mq;mq;101300;mq;mq;-580;275.250000;mq;295.650000;mq;280.250000;mq;mq;2.500000;3.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;6420;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20170310180000;102020;0;4;20;1.600000;289.750000;278.650000;48;60000;0;mq;mq;mq;0;mq;mq;mq;mq;97770;mq;mq;-500;275.650000;mq;295.250000;mq;279.450000;mq;mq;1.900000;3.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20170310180000;102070;30;3;240;1.800000;289.150000;277.550000;46;20000;0;mq;mq;mq;0;mq;mq;mq;mq;97230;mq;mq;-460;274.050000;mq;296.150000;mq;275.750000;mq;mq;2.300000;3.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20170310180000;102110;30;3;350;1.900000;289.950000;281.350000;57;41310;0;mq;mq;mq;0;mq;mq;mq;mq;100330;mq;mq;-500;276.250000;mq;292.850000;mq;278.050000;mq;mq;2.900000;2.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20170310180000;101820;40;3;360;3.100000;292.850000;273.850000;28;59380;2;0;0;10;0;mq;30;20;11;101730;mq;mq;-270;281.150000;mq;298.050000;mq;279.950000;mq;mq;5.900000;5.900000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20170310180000;101780;150;3;290;3.700000;288.550000;279.850000;56;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101400;mq;mq;-120;285.750000;mq;294.250000;mq;283.450000;mq;mq;4.700000;6.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20170310180000;101720;100;3;270;1.700000;291.550000;273.150000;29;45000;2;0;mq;10;0;mq;30;20;12;100140;mq;mq;100;285.550000;mq;295.150000;mq;mq;mq;mq;2.200000;2.700000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;1;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20170310180000;101680;120;3;0;0.000000;288.650000;282.750000;68;40000;3;0;0;40;0;mq;30;20;11;101370;mq;mq;30;283.650000;mq;292.250000;mq;281.450000;mq;mq;0.500000;1.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;0;8000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20170310180000;101870;60;3;260;2.100000;292.850000;269.850000;21;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101350;mq;mq;-260;281.150000;mq;298.650000;mq;278.050000;mq;mq;2.900000;5.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20170310180000;101650;190;1;220;1.300000;286.150000;284.250000;88;8710;0;mq;mq;mq;0;mq;mq;mq;mq;101540;mq;mq;-160;279.150000;mq;290.950000;mq;279.850000;mq;mq;1.900000;1.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20170310180000;101640;100;3;250;2.000000;287.850000;276.050000;45;40000;2;0;0;25;0;7500;30;20;12;101500;mq;mq;-110;280.950000;mq;294.450000;mq;279.650000;mq;mq;2.600000;2.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;0;7500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20170310180000;100880;0;mq;270;2.100000;300.850000;297.850000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100850;mq;mq;60;mq;299.050000;mq;305.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20170310180000;101100;0;mq;170;10.000000;299.750000;292.150000;63;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101030;mq;mq;380;mq;295.750000;mq;303.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;5.200000;12.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
